source,target,weight,layers
29c4cb5d-1832-45e3-8434-5d619b3c2c72,0c7401e0-31ff-414b-a1a5-37788125a8d4,0.7591216433154372,"state|movement"
b8ace381-cb66-4aa2-b93b-51f1386e7c5f,0c7401e0-31ff-414b-a1a5-37788125a8d4,0.7122833477190043,"state|matter"
0c7401e0-31ff-414b-a1a5-37788125a8d4,1a4e4133-08d3-4676-948c-d018846cde04,0.7469859021143214,"state|matter|movement"
79b5f99f-2922-4179-9a64-c512d231ab52,6ea7bbf4-8193-436d-a1c0-d53cf1d911b0,0.7235639718829479,"matter|movement"
9190c85a-759f-4d8f-9ca9-a081948219f4,64ffb29c-8557-4301-b115-cf1ee7e83737,0.7652052661434303,"state|matter"
